image,caption
2410399168_1462c422d4.jpg,كلبان رشيقان يلعبان في حقل عشبي، أحدهما يقفز عالياً في الهواء.
241046599_28b0ca7b9f.jpg,كلب داشهوند بني يركض على العشب مرتديًا سترة بنفسجية وخضراء.
2410562803_56ec09f41c.jpg,ثلاثة شبان يجلسون في الخارج منشغلين بهواتفهم وحاسوبهم المحمول.
2410618963_fb78307d18.jpg,طفل سعيد يركض مبتسمًا أمام جدار ملون برسومات الجرافيتي والطلاء المتقشر.
241109594_3cb90fe2a3.jpg,كلب يسبح في الماء حاملاً غصناً.
2411824767_4eb1fae823.jpg,كلب كورجي يقفز برشاقة فوق كومة من القش، وخلفه خليج ومدينة.
2412390588_a89cab30f4.jpg,طفل يرتدي معطفاً أحمر يشير إلى أزهار التوليب الحمراء في حديقة.
241345323_f53eb5eec4.jpg,لاعبو كرة قدم أمريكية يستعدون للعب على أرض الملعب أمام جمهور كبير.
241345427_ece0d186c2.jpg,لاعب كرة قدم أمريكية يركض بالكرة بينما يحاول مدافع إيقافه.
241345446_2e47ae8ddc.jpg,يظهر مدرب أوكلاهوما لكرة القدم على خط التماس أثناء مباراة.
241345522_c3c266a02a.jpg,لاعب كرة قدم أمريكية يركض بالكرة في الملعب ويتبعه حكم.
241345533_99c731403a.jpg,مدرب كرة قدم يرتدي سماعة رأس وقبعة واقية ويتواصل في الملعب.
241345596_91e0e2daf5.jpg,تُظهر الصورة لاعبي كرة قدم من فريق Sooners في الملعب وسط هتافات جمهورهم المتحمس باللون الأحمر.
241345639_1556a883b1.jpg,تُظهر الصورة لاعب كرة قدم يرتدي الزي الأحمر وهو يتعرض للعرقلة من قبل عدة مدافعين خلال مباراة حماسية.
241345656_861aacefde.jpg,شابة مبتسمة ترتدي زيًا أحمر تجري على عشب ملعب رياضي.
241345721_3f3724a7fc.jpg,تُظهر الصورة لحظة التحام قوي بين لاعبي كرة قدم في الملعب.
241345770_9f8aa6723c.jpg,تُظهر الصورة لاعب وسط كرة قدم أمريكية يحمل الكرة أثناء مباراة حافلة بالنشاط، محاطًا بلاعبين آخرين وجماهير في الخلفية.
241345811_46b5f157d4.jpg,مدرب كرة قدم يوجه تعليمات للاعب على أرض الملعب.
241345844_69e1c22464.jpg,يظهر مدرب كرة قدم وهو يتحدث إلى لاعب يرتدي الزي رقم 12 في الملعب، محاطين بلاعبين وطاقم آخرين، وخلفهم لافتة كبيرة لشركة كوكا كولا.
241345864_138471c9ea.jpg,تُظهر الصورة امرأة تجلس على ركبة رجل، وكلاهما يرتديان زيًا رياضيًا ويبتسمان لبعضهما البعض في ملعب.
241345905_5826a72da1.jpg,يتلقى لاعب كرة قدم مصاب رعاية طبية في الملعب.
241345942_ea76966542.jpg,لاعب كرة قدم أمريكية يركض بالكرة بينما يحاول مدافع إيقافه.
241345981_1ef4f8109c.jpg,تظهر الصورة لاعبي كرة قدم من فريقين مختلفين يتنافسون في مباراة على أرض الملعب.
241346105_c1c860db0d.jpg,لاعب كرة قدم من أوكلاهوما سونرز يركض بالكرة خلال مباراة بينما يراقبه المدربون والمشجعون من الخط الجانبي.
241346146_f27759296d.jpg,لاعب كرة قدم يركض بالكرة ويتفادى تصدي الخصم.
241346215_037e18403a.jpg,"تميمة رياضية تُعطي ""هاي فايف"" لطفل سعيد في ملعب."
241346260_f50d57b517.jpg,لاعبو كرة قدم أمريكية في خضم منافسة حامية على أرض الملعب.
241346317_be3f07bd2e.jpg,تُظهر الصورة لقطة حماسية من مباراة كرة قدم أمريكية، حيث يتقدم لاعب بالكرة على أرض الملعب، وسط احتفال صاخب من المشجعات والجمهور الغفير في المدرجات الذي يرفع الأيدي بحماس.
241346352_c5a0ea43c6.jpg,لاعب كرة قدم يركل الكرة بينما يحاول لاعب منافس عرقلة التسديدة أمام حشد من الجماهير.
241346402_5c070a0c6d.jpg,يظهر رجل يرتدي قبعة بيسبول زرقاء ونظارات شمسية وقميصًا رماديًا، بشعر مجعد، ينظر إلى اليمين في ملعب مزدحم.
241346434_0527ea1c07.jpg,يلقي لاعب كرة قدم أمريكية الكرة.
241346471_c756a8f139.jpg,لاعب كرة قدم أمريكية يتقدم بالكرة وسط تدخلات الخصوم.
241346508_0b3907a95b.jpg,لاعب كرة قدم أمريكية يركض بالكرة خلال مباراة بينما يحاول الخصوم إيقافه.
241346580_b3c035d65c.jpg,تُظهر الصورة لاعبي كرة قدم أمريكية في خضم مباراة، مع جمهور يتابع من المدرجات.
241346709_23204cc2bc.jpg,يركض لاعب كرة قدم بالكرة على أرض الملعب.
241346794_4319f8af67.jpg,لاعبو كرة قدم أمريكية من فريقين يتواجهون على خط الاشتباك قبل بدء اللعب.
241346885_f519ece460.jpg,يُظهر المشهد لاعبي كرة قدم بزي أبيض وأرجواني أثناء مباراة، وخلفهما حشد كبير من المتفرجين يرتدون اللون الأحمر.
241346923_18bd84bea4.jpg,لاعب كرة قدم أمريكية يركض بالكرة في مباراة حماسية بملعب مليء بالجمهور.
241346971_c100650320.jpg,تُظهر الصورة لاعبي كرة قدم أمريكية في الملعب، أحدهما يركض والآخر في وضع دفاعي، أمام جمهور غفير.
241347067_e58d05dbdc.jpg,لاعبي كرة قدم أمريكية بزي أحمر يسقطون خصمًا على أرض الملعب.
241347114_6273736da8.jpg,مشهد من مباراة كرة قدم أمريكية يظهر فيه لاعبان يعالجان لاعبًا منافسًا.
241347150_5ff37818c2.jpg,لقطة من مباراة كرة قدم أمريكية يظهر فيها لاعب يتعرض للعرقلة.
241347204_007d83e252.jpg,مباراة كرة قدم أمريكية تجمع لاعبين وحكامًا وجماهير غفيرة.
241347214_5f19e7998c.jpg,لاعبو كرة قدم أمريكية يحتفلون برفع أحد زملائهم.
241347243_c751557497.jpg,الكوارترباك رقم 12 لفريق أوكلاهوما سونرز يقف مستعدًا تحت السنتر في مباراة كرة قدم.
241347271_a39a5a0070.jpg,تُظهر الصورة لاعبي كرة قدم أمريكية من فريقين يستعدون لبدء اللعب.
241347300_7c84ecf764.jpg,تُظهر الصورة لحظة حماسية في مباراة كرة قدم أمريكية، حيث يركض لاعب بالكرة ويتصدى له مدافع وسط هتافات الجمهور الغفير.
241347356_8a515555fd.jpg,يظهر لاعب كرة قدم أمريكية وهو يغوص بالكرة في الهواء ليسجل لمسة الهبوط (touchdown) في مباراة حماسية.
241347391_4fcd4639f4.jpg,لاعب كرة قدم أمريكية بالرقم 42 يقف في وضع الاستعداد على أرض الملعب، مع وجود خصوم في المقدمة وجماهير في الخلفية.
241347441_d3dd9b129f.jpg,لاعب كرة قدم يرتدي زي أوكلاهوما سونرز الأحمر بالرقم 42 يقف في ملعب مشمس.
241347460_81d5d62bf6.jpg,لاعب كرة قدم من أوكلاهوما يرتدي الرقم 31 يركل كرة القدم في الملعب.
241347496_1a35fec8dc.jpg,لاعب كرة قدم يرتدي زيًا أحمر داكنًا بالرقم 12 يحمل كرة في الملعب.
241347547_902725b9f8.jpg,تُظهر الصورة مدرب كرة قدم أمريكية يقف في المقدمة محاطًا بلاعبيه الذين يرتدون الزي الرسمي.
241347580_a1e20321d3.jpg,تظهر فتاتان صغيرتان ترتديان قمصانًا رياضية حمراء وهما تشاهدان حدثًا رياضيًا، إحداهما تحمل كرة تشجيع ويدها على قلبها.
241347611_cb265be138.jpg,مدرب كرة قدم يرتدي قميصًا أبيض وبنطالًا كاكيًا يسير في الملعب.
241347635_e691395c2f.jpg,يسير رجل يرتدي قميصًا أرجوانيًا وبنطالًا كاكيًا ونظارات شمسية على عشب الملعب.
241347664_4a3e7e5be7.jpg,مدرب يشرف على صف من لاعبي كرة القدم وهم يؤدون تمارين الإطالة على العشب.
241347689_d0b1ac297d.jpg,لاعبو كرة قدم يرتدون زيًا أحمر يجلسون على أرض الملعب العشبية.
241347700_ef2451d256.jpg,شخص بقبعة حمراء يصور حدثاً رياضياً بهاتف محمول.
241347760_d44c8d3a01.jpg,تُظهر الصورة لاعب كرة قدم أمريكية من فريق أوكلاهوما سونرز بالزي الأحمر ورقم 28.
241347803_afb04b12c4.jpg,"يظهر لاعب كرة قدم من فريق ""أوكلاهوما سونرز"" (Oklahoma Sooners) وهو يرتدي زيًا أحمر برقم 28 وخوذة بيضاء وحمراء."
241347823_6b25c3e58e.jpg,لاعب كرة قدم من فريق أوكلاهوما سونرز يرتدي القميص الأحمر رقم 19 والخوذة.
241374292_11e3198daa.jpg,تتجمع مجموعة من الأشخاص أمام عدة تماثيل ملونة كبيرة، ربما في حدث مجتمعي أو عرض.
2414352262_005ae90407.jpg,طفلان يلعبان بفرح بين الصخور.
2414384480_096867d695.jpg,أشخاص يقفون على رصيف محطة أثناء مرور قطار مسرع.
2414390475_28a0107bb0.jpg,شاب بشعر طويل وقميص أبيض يبتسم بخد منتفخ داخل متجر.
2414397449_2ac3b78e0d.jpg,كلب صغير أبيض وأسود يركب على ظهر كلب بني أكبر منه في حقل عشبي.
2414710960_a4cde4af60.jpg,كلب يرتدي معطفًا أزرق يقفز مبتهجًا على العشب الأخضر ويحمل لعبة في فمه.
2414986483_004936f84b.jpg,رجل يرتدي بدلة وقبعة يرقص بحماس مع طفلة صغيرة في الهواء الطلق.
2415265825_fbfe0c8556.jpg,كلب أسود مبلل يمشي على الشاطئ.
2415803492_56a673dc25.jpg,"رجل يرتدي زيًا شبيهًا بـ ""بلوز براذرز"" يرقص أو يتفاعل بمرح مع طفلة صغيرة أمام جمهور تحت مظلة زرقاء."
2416964653_db3c2b6a0e.jpg,تظهر الصورة فتاتين صغيرتين تقفان في الهواء الطلق.
2417341107_97dbab9c5e.jpg,شخص يؤدي شقلبة (أو حركة بهلوانية) على شاطئ البحر.
2417623030_afdc1024b5.jpg,أربعة أشخاص يرتدون ملابس رياضية يقفون على ممر في منتجع استوائي.
2417745327_a2c2705043.jpg,كلب يركض بفرح في مياه البحر، محدثاً رذاذاً.
2418191216_82711d5c5c.jpg,تظهر سيدة مسنة بقبعة ونظارات شمسية تبتسم بسعادة في الهواء الطلق.
