image,caption
1002674143_1b742ab4b8.jpg,طفلة صغيرة تقوم بالرسم على لوح أبيض كبير في الخارج، أمامها قوس قزح مرسوم بألوان زاهية، وتظهر علامات طلاء على اللوح والأرض.
1003163366_44323f5815.jpg,رجل عاري الصدر واقف على ظهره على مقعد مع كلب بجواره.
1007129816_e794419615.jpg,رجل يرتدي قبعة مصنوعة من قطع بطاقات ترويجية لشركة Pringles.
1009434119_febe49276a.jpg,كلب من فصيلة البلدغ يركض بمرح في الحديقة.
1012212859_01547e3f17.jpg,كلب أبيض يلعب على الشاطئ مع كرة حمراء.
1015118661_980735411b.jpg,ولد صغير بجانب صنبور ماء عام.
101654506_8eb26cfb60.jpg,كلب يجري في الثلج.
101669240_b2d3e7f17b.jpg,رجل يتزلج في الغابة الشتوية وآخر يعرض لوحات فنية.
1016887272_03199f49c4.jpg,صورة لعدد من الأشخاص وهم يتسلقون حائط صخرة كبير.
1019077836_6fc9b15408.jpg,كلب بلون بني فاتح يلعب بالماء.
1020651753_06077ec457.jpg,كلب أبيض وأسود قافز في الهواء  في ساحة خضراء.
1022454332_6af2c1449a.jpg,صورة لطفلين أحدهما يلقي بالطعام في بحيرة هادئة في مدينة.
1022454428_b6b660a67b.jpg,زوجان وطفلهما الرضيع يجلسون على العشب بجانب شجرة، بالقرب من بحيرة، وعربة أطفال بجانبهم.
102351840_323e3de834.jpg,الصورة تظهر رجلين يقومان بالصيد في بحيرة متجمدة.
1024138940_f1fefbdce1.jpg,كلبان يركضان على الشاطئ.
1026685415_0431cbf574.jpg,كلب أسود اللون يركض في حشيش أخضر وهو يحمل في فمه كرة مطاطية خضراء.
1030985833_b0902ea560.jpg,تعرض الصورة كلبين، أحدهما أسود والآخر بني، وهما يلعبان في الخارج.
1028205764_7e8df9a2ea.jpg,رجل وطفل في قارب كاياك أصفر يطفو على الماء.
103106960_e8a41d64f8.jpg,صبي يمسك مضرب بيسبول أمام مرمى كرة قدم.
103195344_5d2dc613a3.jpg,الصورة لرجُل يجلس أمام منحوتة معدنية كبيرة أمام مبنى زجاجي.
103205630_682ca7285b.jpg,الصورة لشخص يصطاد الأسماك من خلال الجليد.
1032122270_ea6f0beedb.jpg,صورة لامرأة جالسة على العشب الأخضر مع ثلاثة كلاب.
1032460886_4a598ed535.jpg,صورة لشاب أمام ناطحة سحاب.
1034276567_49bb87c51c.jpg,ولد يأكل فطيرة في الخارج.
104136873_5b5d41be75.jpg,ثلاثة أشخاص على قمة جبل، وهم ينظرون إلى المناظر الطبيعية الخلابة في الأفق.
1042590306_95dea0916c.jpg,صورة لشاب وفتاة يتناولان طعاماً ما أمام شاب آخر.
1048710776_bb5b0a5c7c.jpg,خمسة أشخاص يجلسون على حاجز حجرى وهم ينظرون إلى شاطئ بحر يمتلىء بالسائحين.
1052358063_eae6744153.jpg,ولد يركب لوح تزلج وآخر يمسك بلوح تزلج على درجات سلم.
105342180_4d4a40b47f.jpg,صورة لامرأة شابة في كياك على نهر في الغابة.
1053804096_ad278b25f1.jpg,صورة لطفلة تلعب في البحر.
1055623002_8195a43714.jpg,يصور المشهد أطفالًا يلعبون بوسادة في غرفة نوم، حيث يتشابك اثنان منها في معركة وسادة بينما يمسك طفل آخر بوسادة ويبتسم، وطفلة رابعة جالسة على السرير.
1055753357_4fa3d8d693.jpg,صورة لعاملين على سقالة أمام مبنى قيد الإنشاء.
1056249424_ef2a2e041c.jpg,صورة لطفلين يلعبان في ساحة مبللة بالماء في يوم مشمس.
1056338697_4f7d7ce270.jpg,صورة لامرأة في سيارة ترفع يدها اليمنى، وفي خلفية الصورة سيارتان تتحركان في الطريق.
1056359656_662cee0814.jpg,طفل يجلس على كرسي ويقرأ كتيبًا عن رحلات القطار.
1057089366_ca83da0877.jpg,الطفل يقفز في حمام سباحة.
1057251835_6ded4ada9c.jpg,كلب يجري على الشاطئ.
1067180831_a59dc64344.jpg,كلب يمسك طارة ألعب في فمه.
1067675215_7336a694d6.jpg,رجل يرقد على ظهره في منطقة مظللة بين سيارتين في ساحة انتظار سيارات.
1067790824_f3cc97239b.jpg,كلب أسود وأبيض يركض خلف كلب بني على الشاطئ.
1072153132_53d2bb1b60.jpg,كلب يقفز ليلتقط كرة في الهواء.
107318069_e9f2ef32de.jpg,المنظر يصور بالونات هوائية ملونة وجموعة من الناس في ساحة مفتوحة تحت سماء مظلمة.
1075716537_62105738b4.jpg,صبي صغير يركب دراجته على طريق رملي.
107582366_d86f2d3347.jpg,صورة تُظهر مجموعة من الأشخاص يجلسون على طاولة في الخارج في الظلام، بينما يسلط ضوء ساطع من الأعلى على الجزء المركزي من التجمع.
1075867198_27ca2e7efe.jpg,صورة لشاب يلعب مع كلبين على الشاطئ.
1075881101_d55c46bece.jpg,صورة لطفل يغسل وجهه بقطعة قماش من رجل آخر.
1079274291_9aaf896cc1.jpg,صورة لطفلين داخل خيمة.
1082252566_8c79beef93.jpg,الصورة تحتوي على ثلاثة كلاب. كلب كبير بني، وآخر صغير، وكلب ثالث كبير أسود وأبيض.
1084040636_97d9633581.jpg,كلب أبيض اللون مستلق على الأرض.
1084104085_3b06223afe.jpg,صورة لطفلة تتسلق حائطًا صخريًا.
1087168168_70280d024a.jpg,ولد يلعب في زلاجة مائية.
1087539207_9f77ab3aaf.jpg,صورة لعدد من الأطفال وهم يلعبون فوق دراجة رباعية الدفع في سهل أمامي جبلي.
108898978_7713be88fc.jpg,يرتدي الرجال سترات صفراء واقية من الرياح، وهم يتسللون فوق منطقة ثلجية مرتفعة باستخدام معدات التزلج على الثلج.
1089181217_ee1167f7af.jpg,الكلب يركض في طريق.
1089755335_0bfbfd30e6.jpg,صورة لامرأة وثلاثة أطفال على رصيف، يصطادون الأسماك.
109202756_b97fcdc62c.jpg,امرأة تركب حصانًا بنيًا في بيئة شتوية.
109202801_c6381eef15.jpg,خلف عربة خشبية يجرها حصانان بنيان يمتطيها رجل.
109260216_85b0be5378.jpg,صورة لشاب يمارس رياضة تسلق الجبال في وادٍ ضيق.
109260218_fca831f933.jpg,ثلاثة أشخاص يرتدون ملابس رياضية قصيرة وخوذات حماية يجلسون و يقفون على صخرة ضخمة في كهف.
1094462889_f9966dafa6.jpg,كلب من فصيلة المسترد الذهبي يمشي فوق الثلج.
1095580424_76f0aa8a3e.jpg,كلب يخرج من نفق.
1093737381_b313cd49ff.jpg,المرأة تقف بفخر إلى جانب رسمها على الرصيف، وهي تظهر ابتسامة خفيفة وهي تنظُر إلى عملها الفني.
1095590286_c654f7e5a9.jpg,كلبان يركضان في ساحة.
1096097967_ac305887b4.jpg,كلب يعض الماء الذي يخرج من خرطوم.
1096165011_cc5eb16aa6.jpg,طفل يطفو تحت الماء في حمام سباحة.
1096395242_fc69f0ae5a.jpg,ولد يمسك مرآة دائرية أمام وجهه في غرفة جلوس.
109671650_f7bbc297fa.jpg,طفل يقف على حافة صخرة عالية تحت سماء صافية.
109738763_90541ef30d.jpg,صورة لشاب يركب دراجة ثلجية وهو يقفز في الجو.
109738916_236dc456ac.jpg,ركب متسابقو الدراجات الثلجية في مجموعة من ثلاثة أشخاص على دراجاتهم الثلجية الصفراء والبرتقالية في غابة ثلجية.
109823394_83fcb735e1.jpg,صورة لشابين يركبان دراجة نارية رباعية في حقل.
109823395_6fb423a90f.jpg,رجل يركب دراجة نارية رباعية في الجو.
109823397_e35154645f.jpg,رجل يركب دراجة نارية رباعية العجلات في الجو فوق حقل ذي أرض جرداء.
1100214449_d10861e633.jpg,ولد يلعب قريباً من نافورة في الخارج.
1105959054_9c3a738096.jpg,طفلة ترسم لوحة فنية على ورقة معلقة على الحائط.
110595925_f3395c8bd6.jpg,راكب دراجة يركب على طريق منحني.
1107471216_4336c9b328.jpg,الصورة لطفلة تمسك بكاميرا.
1107246521_d16a476380.jpg,كلب أسود يركض في ساحة خضراء.
1110208841_5bb6806afe.jpg,كلب يمسك قرص طائرًا في منتصف الهواء.
1112212364_0c48235fc2.jpg,طفل رضيع يلعب بالحصى على الشاطئ.
111497985_38e9f88856.jpg,امرأة تتسلق جبلًا وتواجه مشقة في إحدى مراحل تسلقها.
111537217_082a4ba060.jpg,رجل يتسلق الجبل.
111537222_07e56d5a30.jpg,رجل يصعد منحدراً صخرياً وهو يرتدي خوذة و حبال أمان.
1115565519_d976d4b1f1.jpg,طفلة تلمس تمثال نصفي أسود في نافورة.
1115679311_245eff2f4b.jpg,صورة لطائر أسود اللون يقف على حاجز على شاطئ بحر.
111766423_4522d36e56.jpg,عصفور يجلس على يد شخص و يأكل من البذور.
1117972841_2b9261f95f.jpg,كلب بلون بني يلعب في الرمل.
1119015538_e8e796281e.jpg,كلب صغير يجري في الحديقة.
1119418776_58e4b93eac.jpg,كلب يجري في سهل.
1119463452_69d4eecd08.jpg,طفلة تسبح في حمام سباحة.
1121416483_c7902d0d49.jpg,الطفلة تقوم بعملية قلب على السرير.
112178718_87270d9b4d.jpg,رجل يرتدي نظارات واقي الشمس، وقميص أبيض، وشورت أزرق، يقف حافي القدمين على رمال بيضاء، يحمل لوح تزلج أسود تحت ذراعه، وينظر إلى شيء ما في الأفق، بينما تظهر خلفه سماء زرقاء مليئة بالغيوم.
112243673_fd68255217.jpg,ثلاثة أشخاص يركبون دراجات نارية على طريق ترابي في حقل.
1122944218_8eb3607403.jpg,طفل صغير يمسك علماً لبلد ما.
1124448967_2221af8dc5.jpg,رجل عجوز مستلق على كرسي قابل للطي في أحد الشوارع.
1129704496_4a61441f2c.jpg,كلبان يلعبان في البحر.
1130017585_1a219257ac.jpg,ثلاث فتيات يرتدين ملابس مخيفة في أحد الشوارع.
1130401779_8c30182e3e.jpg,كلاب تلعب في الماء.
1131155939_b4b457b05e.jpg,كلب يجري على الشاطئ مع أمواج المحيط في الخلفية.
1131340021_83f46b150a.jpg,صبي صغير يركض على أرضية خشبية ويبتسم.
1131804997_177c3c0640.jpg,صورة تصور شخصين يجلسان على الأرض في محطة انتظار، وبدوا منهكين.
1131800850_89c7ffd477.jpg,كلب من سلالة أسترالية يمشي في المطر.
1131932671_c8d17751b3.jpg,صورة لطفل أسمر يلعب قفزاً على السرير.
1132772170_600610c5df.jpg,يقف رجل أسمر اللون في غرفة فندق ويراقب طفلاً يقفز على السرير.
113678030_87a6a6e42e.jpg,رجل يركب لوح تزلج جالساً على تلة ثلجية بينما آخرون يمارسون رياضة التزلج في المساء.
114051287_dd85625a04.jpg,ولد يرتدّي زيّ كرة القدم ويخرج من سيّارة.
1141718391_24164bf1b1.jpg,امرأة تحمل طفلاً على ظهرها وتمر من فوق جسر معلق في منطقة مظللة بالخضرة.
1142283988_6b227c5231.jpg,صورة لامرأة و رجل يتصافحا بحرارة في خلفية مزدحمة.
1142847777_2a0c1c2551.jpg,امرأة تركب دراجة في طريق مزدحم.
1143882946_1898d2eeb9.jpg,امرأة تركب دراجة نارية وهي لابسة خوذة دراجة نارية.
1144288288_e5c9558b6a.jpg,امرأة ترتد  سروال قصير وسترة بيضاء وتضع سماعة في أذنها وهي تسير على الرصيف.
1148238960_f8cacec2fc.jpg,الصورة تظهر ثلاثة أشخاص يركبون دراجاتهم على الطريق في مدينة، بينما يتوقفون عند إشارة مرور، وهم ينتظرون حتى يتحول الضوء إلى اللون الأخضر للاستمرار في طريقهم.
1149179852_acad4d7300.jpg,رجل يقود حمارًا يجر عربة على الطريق.
114949897_490ca7eaec.jpg,صورة لشاب يمارس رياضة البيسبول مع مدربه.
1153704539_542f7aa3a5.jpg,الفتاة تلعب في فرقة موسيقية وهي تحمل بوقًا، وترتدي قبعة وردية وقميصًا أزرق.
1155138244_859fd6e079.jpg,تحمل الموظفة في ستاربكس صينية من المشروبات.
115684808_cb01227802.jpg,ثلاثة أشخاص يرتدون ملابس الشتاء وهم في منطقة ثلجية، أحدهم ينظم حبال متعلقة بقرية سحب.
1160034462_16b38174fe.jpg,رجل مسن جالس على مقعد.
1160441615_fe6b3c5277.jpg,جسر خشبي في منطقة مظللة بالأشجار.
1163282319_b729b24c46.jpg,صورة لطفلة رضيعة جالسة على صخرة في حديقة وتلعب.
116409198_0fe0c94f3b.jpg,رجل جالس على كرسي في منطقة جبلية ثلجية يرتدي ملابس الشتاء.
1164131282_b30926f332.jpg,كلبان يركضان في الحقول.
1164765687_7aca07bbe7.jpg,رجل و كلب صغير على البطانية مع بعض العظام.
1167662968_e466f1e80a.jpg,صورة لرجل يظهر من الجانب، يرتدي قبعة حمراء ويحمل ثقبًا في أنفه.
1167669558_87a8a467d6.jpg,صورة لرجل مسن يبدو عليه علامات الشيخوخة يرتدي قميصًا أصفر ويظهر بابتسامة على وجهه.
1169307342_e7a4685a5c.jpg,كلبان يركضون في الحديقة.
1174629344_a2e1a2bdbf.jpg,صورة لامرأة تتوسط حشد من الناس يمشون في طريق مزدحم.
1174525839_7c1e6cfa86.jpg,امرأة تقفز على شاطئ البحر.
1176580356_9810d877bf.jpg,كلب أسود وبني يقفز في الهواء لمحاولة التقاط كرة حمراء.
1177994172_10d143cb8d.jpg,صبيّين يلعبان بالماء في الظلام.
118309463_a532b75be9.jpg,صورة لثلاثة أطفال يرتدون نفس الملابس.
118187095_d422383c81.jpg,امرأة تسير في موكب مع طفل رضيع في عربة أطفال على شكل سيارة، وهناك طفل آخر في عربة مماثلة، وهناك أشخاص كثيرون حولهم.
