image,caption
2098646162_e3b3bbf14c.jpg,"بالتأكيد ، إليك وصف للصورة في جملة قصيرة:

تحدق قطة وكلبان بفضول في جهاز توزيع البيرة."
2099323664_bb20457f26.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلب بيجل نشيطًا وهو يركض أو يقفز في حديقة أو مساحة خضراء."
2100046085_69b59b6645.jpg,تظهر الصورة كلبان أبيض اللون يقفان في الماء، ويبدو أنهما يستمتعان باللعب أو الاستكشاف في النهر أو البحيرة.
2100735137_05c6079537.jpg,"الصورة تظهر طفلاً صغيراً يحاول اللعب بلعبة ""بونجي"" (Bungee Run) في ساحة مرصوفة، حيث يقفز من على منصة ويحاول الوصول إلى نهاية الحبل المرن."
2100816230_ff866fb352.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر متزلج يقوم بحركة بهلوانية في الهواء فوق عمود أسود، مع وجود هلال القمر في سماء زرقاء صافية."
2100909581_b7dde5b704.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب لابرادور أبيض اللون يقفز في الهواء بفرح في يوم تساقط فيه الثلج."
2101128963_fdf8b2a0d7.jpg,الصورة تظهر لاعب بيسبول يركض على أرض الملعب، وهو يرتدي زي فريق الفيلادلفيا فيليز.
210126070_0d43b300b9.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة شاب يقوم بحركة بهلوانية في الهواء فوق ترامبولين، بينما يراقبه أصدقاؤه."
2101457132_69c950bc45.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة كلب أسود اللون وهو يقفز بحماس في الماء، مع وجود عوامة إنقاذ في الخلفية."
2101808682_0d66ef4a08.jpg,الصورة تظهر طفلاً يبتسم بفرح وهو محاط بالحمائم في ساحة عامة، ربما في مدينة تاريخية.
2102030040_2e8f4738f7.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر امرأة ترتدي ملابس شتوية ونظارات شمسية وهي تقف على قمة جبل مغطى بالثلوج، وتمسك بعصي المشي، مع وجود جبال أخرى في الخلفية."
2102315758_a9148a842f.jpg,تُظهر الصورة عائلة تتكون من أب وأم وطفل صغير يستمتعون بنزهة على الشاطئ.
2102360862_264452db8e.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يصور مصور شخصًا يقف على شاطئ صخري، ربما لالتقاط صورة شخصية."
2102581664_5ea50f85c6.jpg,تظهر الصورة كلبًا ذهبي اللون يقفز فوق حاجز في مسابقة للكلاب.
2102724238_3cf921d7bb.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة ثلاث نساء جالسات في وسيلة نقل عام، كل واحدة منهن ترتدي ملابس مختلفة وتنظر في اتجاهات مختلفة."
2102732029_9ae520914d.jpg,الصورة تظهر طفلتين آسيويتين، إحداهما تلتقط صورة بالكاميرا والأخرى تنظر بفضول.
2103361407_4ed4fc46bf.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة خمسة أطفال سعداء يجلسون على مقعد في الهواء الطلق، ويبدو أنهم يستمتعون بوقتهم معًا."
2103568100_5d018c495b.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أبيض صغير يسبح في بركة ماء طبيعية محاطة بالصخور والنباتات الخضراء في منطقة جبلية."
2105756457_a100d8434e.jpg,الصورة تظهر طفلين يلعبان بكرة القدم على طاولة مصنوعة يدويًا أمام مبنى بسيط في منطقة ريفية.
210625425_fb1ef5d23b.jpg,الصورة تظهر سيارة جيب عالقة في الوحل، ويبدو أنها تحاول الخروج من الموقف الصعب.
2106772874_381824648b.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلبًا أبيض اللون يزمجر ويهدد كلبًا بنيًا أصغر حجمًا أثناء اللعب أو الشجار على الأرض."
210686241_b8e069fff3.jpg,"الصورة تظهر طفلاً يرتدي قميصًا عليه شعار فريق ""شيكاغو وايت سوكس"" وهو يستمتع باللعب تحت نافورة ماء، ويبدو عليه الانبهار والفرح."
2107837987_ffecfc367a.jpg,الصورة تظهر طفلاً صغيراً يرتدي قميصاً أزرق وشورت أبيض، وهو يلعب ويحمل حجراً بجانب نهر تحت جسر.
