image,caption
1000268201_693b08cb0e.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة طفلة صغيرة تقف بجانب حظيرة دجاج خشبية مزينة بنباتات و تمثال، مع وجود دلو و قش على الأرض."
1001773457_577c3a7d70.jpg,في الصورة، يواجه كلبان بعضهما البعض على طريق ترابي، ويبدو أنهما على وشك الاشتباك أو يلعبان بطريقة عدوانية.
1002674143_1b742ab4b8.jpg,الصورة تظهر طفلة صغيرة جالسة على العشب أمام قوس قزح كبير رسمته بالطلاء، مع وجود أواني طلاء ملونة حولها.
1003163366_44323f5815.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

رجل مستلقٍ على مقعد في الهواء الطلق، بينما يجلس كلبه الفرنسي الصغير أمامه، ويبدو أنه يراقب أو ينتظر صاحبه."
1007129816_e794419615.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة رجل يرتدي قبعة غريبة مصنوعة من علب بيرة ""Blitz-Weinhard"" محاطة بحافة برتقالية من الكروشيه، وينظر إلى الجانب بابتسامة خفيفة."
1007320043_627395c3d8.jpg,الصورة تظهر طفلة صغيرة تتسلق شبكة حمراء في ملعب، وتبدو سعيدة ومستمتعة.
1009434119_febe49276a.jpg,في الصورة، يركض كلب بوستون تيرير أسود وأبيض على العشب الأخضر مع سياج أبيض في الخلفية.
1012212859_01547e3f17.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أبيض اللون، ربما من نوع جاك راسل تيرير، يلعب بكرة حمراء على شاطئ بحيرة أو نهر، ويبدو أنه قد دخل للتو في الماء."
1015118661_980735411b.jpg,الصورة تظهر طفلاً صغيراً يرتدي ملابس زرقاء وبيضاء، ينظر إلى الكاميرا ويبتسم، بينما يقف رجل في الخلفية بالقرب من جدار حجري.
1015584366_dfcec3c85a.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أسود اللون يقفز بحماس فوق جذع شجرة في حديقة خضراء."
101654506_8eb26cfb60.jpg,في الصورة، يركض كلب رمادي وأبيض في الثلج، ويبدو سعيدًا ومتحمسًا.
101669240_b2d3e7f17b.jpg,تُظهر الصورة رسامًا يعرض لوحاته في الغابة المغطاة بالثلوج بينما يمر متزلج بجانبه.
1016887272_03199f49c4.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة مجموعة من الأشخاص يتسلقون جدارًا اصطناعيًا بينما يقوم شخص آخر بتأمينهم بحبل."
1019077836_6fc9b15408.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر كلب بني اللون وهو يركض بسعادة في حديقة خضراء، بينما تتدفق المياه من خرطوم قريب."
1019604187_d087bf9a5f.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أبيض اللون يركض بحماس في حديقة خضراء، محاولًا الإمساك بكرة صفراء في الهواء."
1020651753_06077ec457.jpg,في الصورة، يقفز كلب أبيض وأسود في الهواء محاولاً الإمساك بكرة صفراء.
1022454332_6af2c1449a.jpg,الصورة تظهر طفلين يقفان على ضفاف بحيرة، أحدهما يرفع يده وكأنه يلوح أو يطعم البط.
1022454428_b6b660a67b.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة عائلة تتأمل المناظر الطبيعية الخلابة في حديقة، حيث يجلس الأب والأم بجانب بعضهما البعض بينما يحملان طفلهما الصغير."
1022975728_75515238d8.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أسود يركض في الماء على الشاطئ، مع وجود موجات حوله."
102351840_323e3de834.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة شخصين يصطادان السمك على سطح بحيرة متجمدة، مع وجود معدات الصيد مثل المثقاب الكهربائي للثلج ومقعد على زلاجات."
1024138940_f1fefbdce1.jpg,في الصورة، يركض كلبان بنيان على شاطئ رملي، ويبدو أنهما يستمتعان باللعب والركض.
102455176_5f8ead62d5.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة متسلق جليد يرتدي خوذة حمراء وسترة زرقاء، وهو يتسلق شلالًا جليديًا باستخدام فؤوس الجليد والأحذية ذات المسامير."
1026685415_0431cbf574.jpg,في الصورة، يركض كلب لابرادور أسود مبلل بفرح وهو يحمل لعبة طائرة خضراء في فمه، في حقل أخضر مليء بالعشب الطويل.
1028205764_7e8df9a2ea.jpg,الصورة تظهر رجلاً وطفلاً صغيرًا يجلسان في قارب كاياك أصفر اللون في الماء، والرجُل يقوم بالتجديف.
1030985833_b0902ea560.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تجلس كلبان، أحدهما بني والآخر أسود، في فناء، حيث يحمل الكلب الأسود لعبة في فمه بينما ينظر إليه الكلب البني."
103106960_e8a41d64f8.jpg,الصورة تظهر طفلاً يرتدي سترة حمراء وهو يركع بجانب مرمى هوكي العشب، ويبدو أنه يستعد للعب أو يقوم بتجهيز المعدات.
103195344_5d2dc613a3.jpg,الصورة تظهر تمثالًا تجريديًا كبيرًا مصنوعًا من المعدن أمام مبنى زجاجي حديث، مع وجود شخص يجلس على مقعد بالقرب من التمثال.
103205630_682ca7285b.jpg,"بالتأكيد ، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة شخصين يقفان بجوار كوخ صيد جليدي أزرق على سطح جليدي مغطى بالثلوج."
1032122270_ea6f0beedb.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة ثلاثة كلاب من فصيلة السلوقي في حقل أخضر واسع، بينما تجلس امرأة على التل وتراقبهم."
1032460886_4a598ed535.jpg,تُظهر الصورة رجلاً يقف وينظر إلى الأعلى نحو مبنى روكفلر سنتر الشاهق في مدينة نيويورك، محاطًا بمباني أخرى.
1034276567_49bb87c51c.jpg,الصورة تظهر طفلاً يأكل فطيرة أو معجنات بحماس شديد، ويبدو من تعابير وجهه أنه يستمتع بها كثيراً.
104136873_5b5d41be75.jpg,تُظهر الصورة ثلاثة أشخاص يستمتعون بمنظر طبيعي خلاب من قمة جبل، مع معدات تسلق متناثرة حولهم.
1042020065_fb3d3ba5ba.jpg,الصورة تظهر طفلاً يرتدي قميص فريق سياتل كراكنز وهو يشاهد مجموعة من القوارب الصغيرة والكياك في بحيرة أو خليج مضاءة في الليل.
1042590306_95dea0916c.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة ثلاثة أشخاص - رجل وامرأة في المقدمة ورجل آخر في الخلفية - يبتسمون للكاميرا، بينما يمسك الرجل بالوسط ببيض."
1045521051_108ebc19be.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة شخصًا مستلقيًا على الأرض يشاهد التلفزيون ويأكل وجبة في علبة من الألومنيوم، مما يوحي بموقف حياة صعب أو غير تقليدي."
1048710776_bb5b0a5c7c.jpg,تجلس مجموعة من الأشخاص على حافة رصيف يطل على شاطئ واسع مليء بالناس تحت سماء زرقاء مليئة بالغيوم.
1052358063_eae6744153.jpg,
105342180_4d4a40b47f.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة شخصًا يمارس التجديف بالكاياك في نهر أخضر اللون محاطًا بأشجار كثيفة تحت سماء زرقاء مليئة بالغيوم."
1053804096_ad278b25f1.jpg,الصورة تظهر فتاة صغيرة تركض في الماء على الشاطئ، مع ضفائر شعرها مرفوعة بشكل مرح.
1055623002_8195a43714.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة ثلاثة أطفال منخرطين في معركة بالوسائد على سرير في غرفة فندق، مع تعابير مرحة على وجوههم."
1055753357_4fa3d8d693.jpg,يظهر في الصورة عاملان يرتديان خوذات الأمان جالسين على هيكل معدني مرتفع أمام واجهة زجاجية لمبنى قيد الإنشاء.
1056249424_ef2a2e041c.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة طفلان يركضان ويستمتعان باللعب في الماء على طريق ريفي مشمس، مع وجود كرة برتقالية في الخلفية وشجرة ترش الماء."
1056338697_4f7d7ce270.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة شخصًا من الخلف وهو يرفع هاتفه لالتقاط صورة لسيارة على طريق مزدحم."
1056359656_662cee0814.jpg,"الصورة تظهر طفلة صغيرة جالسة على مقعد وتبدو منشغلة بقراءة كتيب عن ""رحلات القطارات والأحداث الخاصة""."
1056873310_49c665eb22.jpg,تظهر الصورة كلبان يركضان على شاطئ مرصوف بالحصى، مع وجود صخور مغطاة بالطحالب وخلفية من المياه.
1057089366_ca83da0877.jpg,الصورة تظهر طفلاً يقفز من لوح غوص فوق مسبح في يوم مشمس، مع وجود أشخاص آخرين في المسبح وخلفية من الأشجار والنباتات الاستوائية.
1057210460_09c6f4c6c1.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة شخصًا يبدو عليه الإرهاق أو الحزن، وهو يستند إلى جدار بجوار باب المصعد في مبنى."
1057251835_6ded4ada9c.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب ذهبي اللون يركض بسعادة على شاطئ رملي، مع وجود أمواج وصخور في الخلفية."
106490881_5a2dd9b7bd.jpg,
106514190_bae200f463.jpg,الصورة تظهر شخصًا يقف على قمة جبل مغطى بالثلوج، مع خلفية من الجبال المغطاة بالثلوج والسماء الزرقاء الصافية.
1067180831_a59dc64344.jpg,في الصورة، كلب من سلالة Border Collie يقفز في الهواء بفرح وهو يحمل قرصًا أصفر وأزرق في فمه، على خلفية من العشب الأخضر.
1067675215_7336a694d6.jpg,"بالتأكيد ، إليك وصف موجز للصورة:

يستلقي رجل عارٍ الصدر على الأرض في موقف سيارات مزدحم ، بينما سياراته مفتوحة من حوله."
1067790824_f3cc97239b.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلبين يلعبان في الرمال، أحدهما أسود وأبيض والآخر بني، ويبدو أنهما يستمتعان بوقت ممتع."
1072153132_53d2bb1b60.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب بوردر كولي يقفز في الهواء محاولًا الإمساك بكرة خضراء في حقل أخضر."
107318069_e9f2ef32de.jpg,تُظهر الصورة حشدًا من الناس يشاهدون بالونات هوائية ملونة تضيء في سماء الغسق.
1075716537_62105738b4.jpg,الصورة تظهر طفلاً يركب دراجة صغيرة على طريق ترابي، ويرتدي خوذة ورقم السباق 575.
107582366_d86f2d3347.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة مجموعة من الأشخاص يجلسون حول طاولة في مكان مظلم مضاء بمصباح واحد وشموع، ويبدو أنهم يستمتعون بوجبة أو تجمع اجتماعي."
1075867198_27ca2e7efe.jpg,يُلعب رجل مع كلبين على الشاطئ، حيث يرمي لعبة بينما يقفز أحد الكلاب في الهواء بحماس.
1075881101_d55c46bece.jpg,الصورة تظهر لاعب كرة سلة مغطى بالرغوة، بينما يقوم شخص بمسح وجهه بمنشفة بيضاء.
1077546505_a4f6c4daa9.jpg,
1077931201_1e0bb83105.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يُظهر المشهد أبًا يرفع ابنه في الهواء، ويبدو أنهما يستمتعان باللعب في الماء تحت سماء زرقاء مليئة بالغيوم."
1079274291_9aaf896cc1.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة طفلين صغيرين يبتسمان ويصنعان وجوهًا مضحكة، ويبدو أنهما يلعبان داخل خيمة أو مكان ضيق."
10815824_2997e03d76.jpg,تُظهر الصورة فتاة صغيرة تقف بجانب حصان بني اللون، بينما يحترق برميل في الخلفية، ويراقبهم رجل في المسافة.
1082252566_8c79beef93.jpg,تُظهر الصورة أربعة كلاب من سلالات مختلفة تتفاعل مع بعضها البعض في بيئة خارجية.
1082379191_ec1e53f996.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تجلس امرأة ورجل على حافة خشبية، يتحدثان مع بعضهما البعض في حديقة مشمسة."
1084040636_97d9633581.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب أبيض اللون مستلقٍ على الأرض ويبدو هادئًا ومسترخيًا."
1084104085_3b06223afe.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تتسلق فتاة صخرة اصطناعية وهي ترتدي حزام أمان وتستخدم يديها وقدميها للوصول إلى القمة."
1087168168_70280d024a.jpg,الصورة تظهر صبيًا يقفز في الهواء من خلال قوس مائي ملون، بينما تقف فتاة أخرى في الخلفية.
1087539207_9f77ab3aaf.jpg,تظهر الصورة أربعة أطفال يستمتعون باللعب على مركبة رباعية الدفع في حقل عشبي مع جبال في الخلفية.
1088767354_2acee738cf.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة مشهدًا في الشارع يضمّ امرأة ترتدي زيًا مبهرجًا، وشابًا يشرب من زجاجة، وفتاة ترتدي ملابس ذات طابع قوطي، بالإضافة إلى أشخاص آخرين يسيرون في الخلفية."
108898978_7713be88fc.jpg,تُظهر الصورة ثلاثة أشخاص يرتدون ملابس دافئة ويستخدمون عصي التزلج أثناء المشي في الغابة المغطاة بالثلوج.
108899015_bf36131a57.jpg,تُظهر الصورة أشخاصًا يتسلقون تلًا مغطى بالثلوج تحت سماء زرقاء صافية.
1089181217_ee1167f7af.jpg,في الصورة، كلب داشهوند ذو فراء أحمر يركض بسعادة على طريق ترابي، مع لسان يتدلى وفروه الطويل يرفرف في الهواء.
1089755335_0bfbfd30e6.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة مجموعة من الأشخاص، بمن فيهم أطفال وامرأة، يقفون على رصيف خشبي مضاء في المساء، مع منظر للمدينة والبحر في الخلفية."
109202756_b97fcdc62c.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تجلس امرأة على ظهر حصان بني اللون في مشهد شتوي جميل، مع وجود بحيرة متجمدة وجبال مغطاة بالأشجار في الخلفية."
109202801_c6381eef15.jpg,تُظهر الصورة حصانين بنيين مربوطين بعربة خشبية في الثلج، مع وجود امرأة تجلس في العربة.
109260216_85b0be5378.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة شخصًا يمارس رياضة النزول بالحبال في ممر ضيق بين صخور عالية."
109260218_fca831f933.jpg,تُظهر الصورة مجموعة من الأشخاص يرتدون خوذات صفراء داخل كهف مظلم، مع وجود شعاع ضوء ساطع ينزل من فتحة في السقف.
1093716555_801aacef79.jpg,تُظهر الصورة مجموعة من المتسلقين يستريحون على أرض صخرية قاحلة أمام جبل ضخم مغطى بالثلوج تحت سماء زرقاء صافية.
1093737381_b313cd49ff.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر في الصورة امرأة تقف بجانب رسم طباشيري على الرصيف، أمام مبنى أحمر، بينما يوجد رجلان يقفان في الخلفية."
1094462889_f9966dafa6.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب ذهبي اللون يبتسم ويقف في الثلج أمام فناء خلفي به أثاث."
1095476286_87d4f8664e.jpg,الصورة تظهر طفلاً صغيراً يركض ويضحك وهو يمر عبر نافورة مياه في ساحة عامة.
1095580424_76f0aa8a3e.jpg,الصورة تظهر كلبًا من سلالة كورجي ويلزي يخرج من نفق في مسابقة رشاقة الكلاب.
1095590286_c654f7e5a9.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلبين سعيدين يركضان بحماس في الهواء الطلق، أحدهما ذهبي اللون والآخر أسود وأبيض."
1095980313_3c94799968.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

فتاة صغيرة ترتدي ملابس سباحة زرقاء تقف على حافة ممر خشبي على الشاطئ، وتمد ذراعيها في الهواء مع خلفية من البحر والسماء الزرقاء الصافية."
