image,caption
2308256827_3c0a7d514d.jpg,الصورة تظهر طفلاً يرتدي نظارات وهو يحاول المشي على حبل منخفض في ملعب، مع وجود أطفال آخرين وأدوات لعب في الخلفية.
2308271254_27fb466eb4.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تستمتع كلبان باللعب في الماء، أحدهما رمادي اللون والآخر بني فاتح، مع وجود انعكاساتهما على سطح الماء."
2308978137_bfe776d541.jpg,تُظهر الصورة مجموعة من الطلاب يتكدسون على ظهر شاحنة صغيرة، على الأرجح كطريقة للوصول إلى المدرسة، في مشهد يعكس ظروفًا اقتصادية واجتماعية صعبة.
2309327462_82a24538d4.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلبين يلعبان في ساحة مغطاة بالحصى، أحدهما أبيض وبني والآخر بني فاتح اللون، مع وجود سياج معدني وأشجار في الخلفية."
2309860995_c2e2a0feeb.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة امرأة ترتدي معطفًا أسود ونظارات شمسية، بينما يظهر رجل يرتدي ملابس رياضية في الخلفية."
2310108346_e82d209ccd.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تجلس امرأة مسنة ترتدي معطفًا برتقاليًا ووشاحًا على جذع شجرة، وتنظر إلى الماء الداكن المتلألئ."
2310126952_7dc86d88f6.jpg,تُظهر الصورة مجموعة من كلاب السحب (الهاسكي) وهي تجر مزلقة في الثلج.
2310233145_910cb5b4c8.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة طفلان صغيران يمشيان على رصيف خشبي طويل يمتد فوق الماء نحو شاطئ رملي محاط بالأشجار."
2311690895_0d6efe11c8.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة كلبًا بنيًا ينظر إلى الأعلى ويتوقع الحصول على طعام من يد شخص ما."
2312731013_1a3a8e25c6.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة رجل يجلس على الرصيف في الثلج مع كلبه، ويبدو أنهما بلا مأوى."
2312746782_4528a5b818.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة طفلة صغيرة تدفع طفلاً آخر على أرجوحة في ملعب رملي، ويبدو كلاهما سعيدًا ومستمتعًا باللعب."
2312747482_20a81b2230.jpg,الصورة تظهر طفلاً صغيراً ذا عينين زرقاوين وشعر بني فاتح، وهو يبتسم ويضع خديه منتفخين، ويجلس في حديقة مليئة بالزهور والنباتات الخضراء.
2312984882_bec7849e09.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تُظهر الصورة فرقة موسيقية تعزف في محطة مترو الأنفاق، تتكون من عازف إيقاع، وثلاثة عازفي ساكسفون، وامرأة تقف خلفهم."
2313230479_13f87c6bf3.jpg,الصورة تظهر جروين صغيرين، أحدهما ذهبي اللون والآخر أبيض وأسود، يلعبان ويجريان في العشب الأخضر.
2313822078_282dc07531.jpg,الصورة تظهر طفلاً يستمتع بالتأرجح على إطار سيارة معلق في الهواء الطلق، محاطًا بالخضرة والزهور.
2314722788_6262c3aa40.jpg,في الصورة، يوجد كلبان يلعبان في حقل عشبي، أحدهما من فصيلة البوكسر والآخر من فصيلة لابرادور، ويبدو أنهما يتفاعلان بشكل ودي.
2314732154_83bc7f7314.jpg,تظهر الصورة كلبين في حقل عشبي، أحدهما يمشي والآخر مستلقٍ على الأرض.
2315418282_80bd0bb1c0.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة كلبان صغيران يقفزان في الثلج بجانب الماء في يوم مشمس."
2315807231_6948b3f3a5.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

كلب بني اللون ذو فراء مجعد يلعب في الثلج."
2315867011_fc5fc9fa6d.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تجلس فتاتان صغيرتان على كرة نطاطة صفراء، وتبتسمان للكاميرا في غرفة معيشة دافئة."
2316097768_ef662f444b.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

صورة مقربة لرجل أسود البشرة ذو لحية رمادية، يدخن سيجارة، مع مبنى كلاسيكي في الخلفية تحت سماء زرقاء صافية."
2317714088_bcd081f926.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

تظهر الصورة أربعة أشخاص يقفون في الشارع بجانب أكوام كبيرة من الثلج، ويبدو أنهم يتعاملون مع ديك رومي كبير."
2318502106_33f2e4b4fc.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة رجل يمارس فن الخفة بالعصي على شاطئ البحر، وهو ينظر إلى عصا تم رميها في الهواء."
2318659263_c24005a5cb.jpg,الصورة تظهر دبًا قطبيًا شابًا يركض في الثلج.
2318721455_80c6644441.jpg,"بالتأكيد ، إليك وصف للصورة في جملة قصيرة:

يظهر طفل صغير وهو يقف على وسادة على سرير مغطى ببطانية مخططة ، بينما توجد ألعاب متناثرة على الأرض بجانب كرسي أخضر ونافذة."
2319087586_919472310f.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة رجل أسود البشرة جالسًا على أريكة في ما يبدو أنه صالون حلاقة، وهو يتحدث على الهاتف ويبدو سعيدًا."
2319175397_3e586cfaf8.jpg,تظهر الصورة كلبان سامويد أبيض اللون وهما يركضان في الثلج.
2319197581_94f807b204.jpg,الصورة تظهر كلب سامويد أبيض اللون يركض بسعادة في الثلج.
2319808437_bbbdc317c0.jpg,"بالتأكيد ، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة ثلاثة أشخاص يلعبون لعبة الجولف القرصية في حديقة مغطاة بالثلج."
2320125735_27fe729948.jpg,في الصورة، يوجد كلب من نوع بينشر صغير يقف في حقل عشبي بجانب كرة قدم بيضاء.
2321466753_5606a10721.jpg,الصورة تظهر طفلاً صغيراً يحاول الوقوف أو التسلق مستنداً على كرسي خشبي، ويبدو منشغلاً ومتركزاً في محاولته.
2321865325_79b0954a5d.jpg,الصورة تظهر جرو كلب كورجي ويلزي صغيرًا أسود وأبيض وهو يركض على أرضية حصوية، مع جزء من كلب آخر ذي لون أفتح يظهر في الخلفية.
232193739_ed5f348c7a.jpg,"بالتأكيد، إليك وصف للصورة في جملة قصيرة:

يظهر في الصورة شاب يركب لوح التزلج ويقوم بحركة بهلوانية فوق رصيف، مع وجود شجيرات وخلفية طبيعية في الخلفية."
