image,caption
1464120327_d90279ca3a.jpg,طفل ينظر إلى الحلويات المعروضة خلف واجهة زجاجية، ويداه ملتصقتان بها، مع ظهور انعكاس صورته.
1465666502_de289b3b9c.jpg,كلب أسود يلعب بحماس ويحدث رشاشًا في الماء.
146577645_91b570c0d0.jpg,مُجدّف كاياك يشق طريقه في المياه البيضاء المتلاطمة.
146577646_9e64b8c2dc.jpg,متسابق كاياك يجدف وسط المياه البيضاء المتلاطمة.
1466307485_5e6743332e.jpg,تُظهر الصورة سيارة دفع رباعي مجهزة في وضع صعب على تضاريس صخرية وعرة، حيث يحاول شخص انتشالها باستخدام رافعة وونش.
1466307489_cb8a74de09.jpg,سيارة دفع رباعي تتسلق مسارًا صخريًا وعرًا بمساعدة فريق.
1466479163_439db855af.jpg,كلب بني ورمادي نشيط بأذنين متطايرتين يركض عبر حقل عشبي، يحمل شيئًا في فمه.
1467533293_a2656cc000.jpg,فتاتان تلعبان في الملعب.
1468103286_96a6e07029.jpg,لاعب بيسبول من فريق نيويورك يانكيز يرتدي زيّه الرسمي ويحمل مضربه.
1468389504_c724bdcad0.jpg,تظهر فتاتان صغيرتان على هيكل ألعاب ملعب أطفال.
1468429623_f001988691.jpg,كلب يعض الكم الواقي لمدربه خلال تدريب الحماية في حقل أخضر.
1468962616_5803b4397f.jpg,طفل يلعب بمسدس ماء ويطلق رذاذ الماء في المسبح، مرتدياً نظارات سباحة.
1469000260_5d473c8283.jpg,كلب كبير بلون أسمر فاتح مستلقٍ بهدوء في الطبيعة.
1469358746_2a879abaf3.jpg,رجل وكلبه على قمة جبل.
1470061031_4cb59c12a8.jpg,كلبان لابرادور يلعبان بمرح وحميمية على الأرض.
1470132731_fa416b7504.jpg,كلب أسود يقفز في الماء مُحدثًا رشاشًا.
1470536919_1f3fd6c65a.jpg,يركض كلبان، أحدهما كبير يحمل لعبة حبل والآخر صغير، بحيوية على طريق ترابي.
1472053993_bed67a3ba7.jpg,متزلج ينزل منحدرًا ثلجيًا واسعًا، مع جبال بيضاء وسماء زرقاء صافية في الخلفية.
1472230829_803818a383.jpg,مجموعة من الأشخاص يمارسون رياضة التجديف في المياه البيضاء المتلاطمة.
1472249944_d887c3aeda.jpg,تُظهر الصورة فتاتين في حديقة خريفية، إحداهما تقف على صخرة والأخرى تجلس.
1472653060_7427d2865a.jpg,طاهٍ يعد الأطباق في مطعم يقدم الطعام عبر حزام ناقل.
1472882567_33dc14c8b6.jpg,مجموعة من المتزلجين يصعدون منحدرًا ثلجيًا تحت سماء زرقاء صافية.
1473080948_bae2925dc8.jpg,شخص يجدف بقارب كاياك أصفر في مياه بيضاء مضطربة.
1473250020_dc829a090f.jpg,شاب يغمس عصا في مجرى مائي صخري.
1473618073_7db56a5237.jpg,طفل سعيد يجلس على أرجوحة خضراء في ملعب.
1474474514_b3eb492722.jpg,طفل صغير يبتسم وهو يقف بين إطارات كبيرة في ملعب رملي.
1475046848_831245fc64.jpg,امرأة تمشي حافية القدمين على شاطئ رملي، وتحمل حذاءها في يدها.
1476002408_4256b7b2fa.jpg,يُظهر الصورة شخصًا يسير من الخلف مرتديًا كيلتًا منقوشًا وحقيبة ظهر تحمل شعار إكس بوكس.
1476241331_2f43b67aed.jpg,ولدان عند نافورة ماء في حديقة.
1478268555_7e301fc510.jpg,متسلق صخور يصعد جداراً صخرياً.
1478294229_7e1c822fea.jpg,تُظهر الصورة ساق وقدم شخص يرتدي شورتًا على دواسة دراجة هوائية.
1478606153_a7163bf899.jpg,كلب سعيد يركض في غابة خريفية مليئة بأوراق الشجر المتساقطة.
1479028910_3dab3448c8.jpg,متزلج يقفز بلوح التزلج فوق حاجز خشبي، بينما يقف لوح تزلج آخر منتصباً على الرصيف أمام منزلين.
1479124077_17dcc0d5d7.jpg,طفل ملطخ بالطين يقفز في الهواء الطلق فوق العشب.
1479513774_70c94cf9d3.jpg,امرأة تنتظر عند إشارة المشاة الحمراء.
1479679558_d0a01bc62b.jpg,يظهر جدول ماء يتدفق بين أشجار عارية وأوراق متساقطة وصخور في غابة.
1479857177_9d4a6f38fd.jpg,غواص يرتدي معدات الغوص ويحمل صندوقًا بلاستيكيًا شفافًا تحت الماء.
1480712062_32a61ad4b7.jpg,يظهر غواص يحمل جراد البحر (أو سرطان النهر) بيده تحت الماء.
1481062342_d9e34366c4.jpg,طفلة صغيرة سعيدة تجري في ممر ذي أرضية خشبية لامعة.
1482960952_95f2d419cb.jpg,تُظهر الصورة ثلاث نساء مسنات يسرن من الخلف، يحملن حقائب وبعضهن يستخدمن عصا المشي.
148512773_bae6901fd6.jpg,تُظهر الصورة نهرًا يتدفق بين ضفاف صخرية خضراء، مع وجود أشخاص يستمتعون بالطبيعة.
1488937076_5baa73fc2a.jpg,ثلاثة كلاب تلعب وتجري في حديقة خضراء.
1489286545_8df476fa26.jpg,رجل وكلبه يجلسان على مقعد يطلان على منظر غروب الشمس فوق الماء.
1490213660_9ea45550cf.jpg,كلب فضي اللون يخوض جدولًا مائيًا.
1490670858_e122df2560.jpg,طفل يجلس مبتسمًا على زحليقة برتقالية في ملعب.
1491192153_7c395991e5.jpg,طفل على كتفي رجل عند أرجوحة في حديقة.
1499495021_d295ce577c.jpg,يصطاد رجل السمك على شاطئ البحر بينما تقف امرأة بجانبه.
1499554025_a8ffe0e479.jpg,مجموعة من النساء يعرضن ماعزهن البيضاء في ما يبدو أنه معرض للمواشي.
1499581619_a5f65a882c.jpg,تُظهر الصورة زوجين يقبلان بعضهما على شاطئ رملي.
1500853305_0150615ce9.jpg,فتاة تحتضن صبياً وهما يقفان على جسر خشبي مليء بأوراق الشجر المتساقطة في غابة.
1501297480_8db52c15b0.jpg,طفل يحمل شبك نافذة بينما يمد شخص يده من النافذة.
1501811302_5e723fc529.jpg,كلب يطارد خروفًا في ساحة ترابية، مثيرًا الغبار.
1501985304_8c50093004.jpg,طفل يدخل المسبح بمساعدة بالغ وهو يصرخ بصوت عالٍ.
150387174_24825cf871.jpg,شخص يركب دراجة نارية عبر مجرى مائي صخري ضمن مسار محدد.
1505686764_9e3bcd854a.jpg,رجل عاري الصدر يقف على صخور بجانب الماء في غابة خضراء كثيفة.
150582765_bad8dec237.jpg,امرأة بشعر مجعد تلتقط صورة بكاميرا.
1507563902_6ec8d5d822.jpg,شخص يؤدي شقلبة على ترامبولين.
1508269285_6c5723f67d.jpg,كلب مرقش برأس بني يقف في الماء.
1509786421_f03158adfc.jpg,طفل يشير بحماس بينما ينظر رجل برفقته إلى الاتجاه نفسه.
1510078253_96e9ec50e7.jpg,يظهر كلب بني تعابير وجه مضحكة ومتحمسة بفمه المفتوح وعينيه المتقلبة وهو يتفاعل بشدة مع كرة أمامه.
1510669311_75330b4781.jpg,خمس شابات سعيدات يبتسمن للكاميرا.
1511807116_41c3645e8c.jpg,جروان يتصارعان بحماس على العشب.
1514957266_a19827c538.jpg,كلب رمادي يجري بنشاط في مرج أخضر واسع.
1515025681_999199cb79.jpg,تُظهر الصورة رجلًا مسنًا يرتدي نظارات شمسية وقميصًا أبيض، وهو يمسك شيئًا بيديه، ويظهر طفل صغير أمامه في مشهد خارجي مضاء جيدًا.
1515883224_14e36a53c7.jpg,تظهر الصورة امرأة ترتدي قميصاً أزرق وتكشف عن جزء من خصرها، تقف بين حشد من الناس.
1516714577_7d1c35a8d8.jpg,فتاة صغيرة تضحك بسعادة وهي تلعب بحيوية بشريط وردي.
1517340899_ee1c74a8f6.jpg,فتاة مبتهجة تقفز عالياً في الهواء، وخلفها سماء زرقاء صافية.
1517721825_10176d0683.jpg,تُظهر الصورة ثلاثة كلاب تركض وتلعب بمرح في مياه البحر، مما يتسبب في تناثر قطرات الماء حولها.
1517807181_ca6588f2a0.jpg,طفلتان تركضان وتلعبان في حقل واسع بينما تحلق طائرة ورقية في السماء الزرقاء.
152029243_b3582c36fa.jpg,سائق دراجة نارية يعبر مجرى مائياً صخرياً.
1521623639_4bda3407cc.jpg,رجل يجلس على أريكة تحت جسر.
1522787272_5a31497ef2.jpg,كلب جولدن ريتريفر مغطى بالطين يركض في حقل عشبي.
1523800748_a59e980eee.jpg,يركض طفلان على شاطئ رملي بجانب الماء وتلال خضراء مورقة.
1523984678_edd68464da.jpg,كلب بوسطن تيرير يعدو على العشب حاملاً كرة تنس في فمه.
1525153022_06c48dbe52.jpg,كلب أسود يقفز في الماء محدثًا رذاذًا.
1526181215_c1a94325ae.jpg,كلب يقفز في الماء وتتطاير قطرات الماء حوله.
1526325728_74eb4153d8.jpg,كلب يجري على شاطئ رملي.
1527297882_dededc7891.jpg,شاب يرتدي زي الكابتن جاك سبارو، بمكياج يظهر لحية وشارب.
1527333441_af65636a74.jpg,شاب يرتدي قميصًا أزرق وجينز يقف على جهاز نقل شخصي ويحمل لافتة بيضاء.
1527513023_3d8152b379.jpg,طفل يلهو بسعادة في لعبة سيارة صفراء بينما يتطاير الماء حوله.
1528205014_1323aa9dfd.jpg,"يبتسم رجل بسعادة وهو يرتدي قبعة مكتوباً عليها ""PRIDE"" وزينة ملونة بألوان قوس قزح، في أجواء احتفالية."
1529044279_4922ead27c.jpg,عائلة تسير وتتفاعل في ساحة مرصوفة بالحجارة أمام مبانٍ تاريخية تحت أشعة الشمس.
1536597926_c2e1bc2379.jpg,شخصان يرتديان ملابس شتوية يستريحان على صخور في منظر جبلي ثلجي تحت سماء زرقاء صافية.
1536774449_e16b1b6382.jpg,تُظهر الصورة حشدًا هائلاً من الجماهير في حفل موسيقي خارجي عند غروب الشمس، مع سماء ملونة ومسرح مرئي في الخلفية.
1539166395_0cdc0accee.jpg,طفل بشعر مجعد يركب لعبة، مرتدياً قميصاً أبيض برسومات جمجمة وعظمتين.
1540631615_8b42c1b160.jpg,طفل يرتدي سترة حمراء يؤدي وقفة اليدين على ملعب رياضي أخضر.
1541272333_1624b22546.jpg,كلب يركض بحيوية في الرمال، مبعثراً الغبار من حوله.
1542033433_5453d4c466.jpg,امرأة تقف على الرصيف في المساء، تشاهد السيارات المسرعة أمام مطعم بيتزا.
1547883892_e29b3db42e.jpg,امرأة ترتدي قبعة تجلس على طاولة في مقهى خارجي مع كوب قهوة وكتاب.
154871781_ae77696b77.jpg,صبيان يلعبان كرة القدم في مرج أخضر تحت أغصان الأشجار.
1550772959_9ca9fa625f.jpg,طفلة تنظف بعناية شيئاً ما بفرشاة في موقع تنقيب.
1552065993_b4dcd2eadf.jpg,كلب رشيق أبيض ومرقّط يجري بنشاط في حقل أخضر.
155221027_b23a4331b7.jpg,يُظهر المشهد مظليين في حقل، أحدهما يجمع مظلته والآخر يهبط بمظلة ملونة.
1554713437_61b64527dd.jpg,كلب وايمارنر يمشي على جذع شجرة ساقط في غابة.
1557838421_a33f2a4911.jpg,كلبان يتشاجران بمرح وحيوية.
1561658940_a947f2446a.jpg,طفلة صغيرة مبتسمة تجلس على أرجوحة في الهواء الطلق.
1562392511_522a26063b.jpg,كلب رمادي يشد حبلًا أزرق سميكًا بقوة هائلة، ويسانده رجلان.
1562478333_43d13e5427.jpg,مشهد تخييم على شاطئ رملي يضم خيمة وزورقاً ورجلاً.
1562478713_505ab6d924.jpg,يجلس رجل على الرمال ويعد طعامه بجانب خيمته في الهواء الطلق.
1563731247_7f21d8bec0.jpg,أطفال يلهون بالتبن المتناثر في الهواء تحت سماء زرقاء وشمس ساطعة.
1564614124_0ee6799935.jpg,تُظهر الصورة طفلة بظلها وشعرها المتوهج بضوء الشمس، وهي تمسك قلادة براقة تحجب وجهها جزئياً.
1566117559_f5d98fbeb0.jpg,كلب أبيض منفوش يقف على رجليه الخلفيتين وينظر إلى الأعلى.
1569562856_eedb5a0a1f.jpg,"يظهر رجل من الخلف وهو يرتدي سماعات أذن وينظر إلى لوحة إعلانات ""Hollywood/Highland Connections""."
156967462_72db9b722c.jpg,كلاب تلعب في نهر تحت جسر كبير.
1569687608_0e3b3ad044.jpg,طفلتان مبتسمتان تعانقان بعضهما البعض في قارب على البحيرة.
1570723692_3a2b064d43.jpg,تتفاعل ثلاثة كلاب مع بعضها البعض على العشب الأخضر.
157139628_5dc483e2e4.jpg,"نحات رمال يستخدم مرشة لترطيب منحوتة رملية تفصيلية لوجه ملتحٍ وكلمتي ""OPEN UP"" على الشاطئ."
1572286502_64e5c4b920.jpg,طفل يضحك وهو يتسلق شبكة الحبال الزرقاء في الملعب.
1572532018_64c030c974.jpg,يستمتع ثلاثة أولاد باللعب بمرح على شاطئ البحر.
1573017288_4d481856e2.jpg,
1574401950_6bedc0d29b.jpg,طفل يقفز بحيوية في الهواء فوق زلاقة داخل ملعب.
1576185717_f841ddc3da.jpg,يلعب طفلان الكريكيت في حقل عشبي.
1579198375_84b18e003a.jpg,عرض موسيقي حي على مسرح مظلم تضيئه أضواء ملونة.
1579206585_5ca6a24db0.jpg,تظهر الصورة عازفة جيتار تؤدي على مسرح مظلم تحت أضواء مسرح ملونة زاهية.
1579287915_4257c54451.jpg,رجل يقف على صخرة يطل على منظر جبلي أخضر واسع.
1579798212_d30844b4c5.jpg,
1580172290_e19067e0dd.jpg,ولدان يزحفان على الأرض، أحدهما يضحك والآخر يتفاعل مع كيس بنفسجي.
1580671272_3e99d94305.jpg,فتى يطعم حصانًا رماديًا يرتدي غطاءً أزرق في فعالية خارجية للخيول.
1581822598_0ae23074f1.jpg,كلب يقفز في الثلج محاولاً الإمساك بقطعة ثلج.
1584315962_5b0b45d02d.jpg,تُظهر الصورة فريقًا من المتسلقين في معسكر ثلجي بالخيام، يحمل أحدهم علم تشيلي.
1594038143_57f299aa8a.jpg,يشارك طفل مبتهج في عرض سحري، يسحب شيئًا من قبعة بمساعدة ساحر.
159712188_d530dd478c.jpg,امرأة تسير مع طفلها في حديقة حضرية بها مسطح مائي وأفق مدينة في الخلفية.
1597319381_1e80d9e39c.jpg,لاعبو كرة قدم يشاركون في مباراة على ملعب عشبي، وأحدهم يركل الكرة.
1597557856_30640e0b43.jpg,تتفاعل امرأة مع كلب جولدن ريتريفر يقف على قدميه الخلفيتين على شرفة، بينما يظهر كلب آخر غير واضح في مقدمة الصورة.
1598085252_f3219b6140.jpg,كلاب دوبرمان تجري في الحشائش الجافة.
1600208439_e94527b80f.jpg,كلب داكن يجري في الماء مثيراً رذاذاً كبيراً.
160541986_d5be2ab4c1.jpg,تُظهر الصورة امرأة ترتدي زيًا تقليديًا مزينًا بقلادة من اللؤلؤ وبروش فاخر، وتنظر إلى الكاميرا.
160566014_59528ff897.jpg,يُظهر شخصان يجلسان على سيارة من الخلف.
160585932_fa6339f248.jpg,سيارة دفع رباعي تخوض مجرى مائيًا بين أشجار الغابة.
1606988704_fe330878a3.jpg,أطفال يستمتعون باللعب بالقش المتطاير في الهواء الطلق.
160792599_6a7ec52516.jpg,خمسة أشخاص يقفون على الشاطئ وينظرون إلى أمواج البحر.
160805827_5e6646b753.jpg,رجل على متن قارب يستمتع بغروب الشمس الذهبي فوق الماء.
1616016569_673de1d678.jpg,رجل وامرأة يبتسمان بسعادة في هذه الصورة.
161669933_3e7d8c7e2c.jpg,تُظهر الصورة متسابق دراجات نارية ينحني بحدة في منعطف على طريق ريفي مشمس.
161905204_247c6ca6de.jpg,فتاة تسير على طريق ريفي محاطة بالطبيعة الخضراء.
1620397000_3883e3ecd3.jpg,كلب مرقط يقفز فوق مجرى مائي محاط بالعشب الأخضر.
162152393_52ecd33fc5.jpg,شاطئ وممشى بحري مشمس يعج بالطائرات الورقية والأعلام الملونة.
1622619190_d0b51aff28.jpg,كلب ذو لون بني فاتح يعدو فوق العشب الأخضر.
1626754053_81126b67b6.jpg,كلب أسود وأبيض يركض ليمسك طبقًا طائرًا برتقاليًا في الهواء.
162743064_bb242faa31.jpg,تُظهر الصورة كلباً يقفز في الهواء لالتقاط كرة، تظهر صورته ظلية أمام ضوء الشمس الذهبي.
1643915227_9f48068772.jpg,تعرض الصورة شارع مدينة صاخبًا تزينه اللوحات الإعلانية المضيئة وحركة المرور المزدحمة.
1650280501_29810b46e5.jpg,تُظهر الصورة جمهوراً يحضر حدثاً في قاعة ذات إضاءة خافتة.
1655781989_b15ab4cbff.jpg,تظهر مجموعة من المتسلقين وهم يسيرون عبر سهل ثلجي واسع محاط بالجبال الشاهقة.
1659358133_95cd1027bd.jpg,كلب يتشمم جذع شجرة في الغابة.
1659358141_0433c9bf99.jpg,كلب رمادي يلهث ولسانه متدلٍ بينما يسير في حقل عشبي.
