image,caption
2098646162_e3b3bbf14c.jpg,قط وكلبان فضوليان يراقبون معدات البيرة.
2099323664_bb20457f26.jpg,كلب يركض ويقفز بحماس في الهواء الطلق.
2100046085_69b59b6645.jpg,كلبان أبيضان في الماء، أحدهما يشرب والآخر يتجول.
2100735137_05c6079537.jpg,طفل يلعب بقاذفة صواريخ تعمل بالضغط بالقدم.
2100816230_ff866fb352.jpg,متزلج يؤدي حركة بهلوانية على برميل في منحدر ثلجي، تحت سماء زرقاء يظهر فيها الهلال.
2100909581_b7dde5b704.jpg,كلب ذو فراء فاتح يقف على رجليه الخلفيتين في الثلج المتساقط.
2101128963_fdf8b2a0d7.jpg,لاعب بيسبول يرتدي زيًا أبيض وقبعة حمراء يلقي الكرة في الملعب.
210126070_0d43b300b9.jpg,يُظهر شاب يقفز ويؤدي شقلبة في الهواء على وسادة قفز ضخمة، بينما يراقبه آخرون في مكان مفتوح.
2101457132_69c950bc45.jpg,كلب أسود يقفز في الماء.
2102030040_2e8f4738f7.jpg,امرأة مبتسمة تمارس رياضة المشي على الثلوج على منحدر جبلي ثلجي.
2102315758_a9148a842f.jpg,عائلة تتمشى على شاطئ البحر.
2102360862_264452db8e.jpg,مصور يلتقط صورة لرجل يقف على شاطئ صخري.
2102581664_5ea50f85c6.jpg,كلب يقفز حاجزًا ضمن رياضة خفة الحركة.
2102724238_3cf921d7bb.jpg,تُظهر الصورة ثلاث نساء يجلسن في عربة قطار بإضاءة صفراء، يرتدين أزياء مميزة.
2102732029_9ae520914d.jpg,تتعاون فتاتان صغيرتان على التقاط صورة بكاميرا رقمية.
2103361407_4ed4fc46bf.jpg,خمسة أطفال يجلسون على مقعد ويضحكون بابتهاج.
2103568100_5d018c495b.jpg,كلب أبيض يمشي في بركة مياه جبلية محاطة بالصخور.
2105756457_a100d8434e.jpg,يظهر في الصورة شابان يلعبان الفوسبال في الهواء الطلق.
210625425_fb1ef5d23b.jpg,مركبة جيب تخوض في بركة عميقة من الطين.
2106772874_381824648b.jpg,كلبان يتصارعان بمرح على الأرض، أحدهما أبيض يكشر عن أنيابه فوق الآخر البني.
210686241_b8e069fff3.jpg,صبي يرتدي قميص شيكاغو وايت سوكس يصرخ بمرح تحت دفق من الماء.
2107837987_ffecfc367a.jpg,طفل صغير يرمي حجرًا في النهر تحت جسر معدني.
2107838729_a527e434bd.jpg,صبي يقف على ضفة نهر يطل على مدينة تاريخية وكاتدرائية.
210839948_bbd5bfa3b6.jpg,متسلقة صخور مربوطة بحبل أمان تتسلق جداراً صخرياً، ويُرى المشهد من زاوية علوية.
2108799322_e25aa6e185.jpg,كلب أسود مرقّط يجري بفرح في أرض موحلة.
2109370875_05241bdda7.jpg,مصورة ترتدي قبعة وتلتقط صورة وسط تساقط الثلوج.
2109479807_eec8d72ca7.jpg,أربع فتيات يرتدين خوذات ويجلسن على دراجة نارية رباعية في الهواء الطلق.
2109911919_af45b93ef3.jpg,يظهر شخص يتسلق منحدرًا جبليًا ثلجيًا شديد الانحدار على يديه وركبتيه.
2110692070_8aaaa1ae39.jpg,كلب أبيض وأسود يطير في الهواء فوق العشب الأخضر.
2110898123_07729c1461.jpg,كلب يرتدي معطفاً أحمر يركض بسرعة، والخلفية ضبابية بفعل الحركة.
2111360187_d2505437b7.jpg,ثلاثة صبية يلعبون بسعادة وهم مغطون بالرغوة الكثيفة.
2112661738_de71b60b88.jpg,كلب أبيض يشرب الماء من بركة صخرية في منظر جبلي مرتفع.
211277478_7d43aaee09.jpg,سيارة دفع رباعي موحلة تسير في طريق غابي طيني.
2112921744_92bf706805.jpg,كلب أبيض يقف على منحدر جبلي أخضر.
211295363_49010ca38d.jpg,تُظهر الصورة قوارب تبحر في الماء أمام أفق مدينة.
2113530024_5bc6a90e42.jpg,حارس مرمى يقفز لإنقاذ الكرة عند المرمى خلال مباراة كرة قدم.
2114126343_a0f74ff63b.jpg,مجموعة من السباحين الصغار يمسكون بحبل على حافة مسبح بحري ويطلون على المحيط.
2114355355_9d7e2d8178.jpg,كلب مستلقٍ بهدوء في زورق يطفو على الماء في يوم ضبابي.
2114739371_83aa8bdb0e.jpg,كلب راعي ألماني يقفز في الهواء فوق العشب الأخضر.
2115620856_4fa5025ac6.jpg,تُظهر الصورة شارعاً رئيسياً في بلدة جبلية ذات مبانٍ ملونة، مع جبال خضراء مهيبة في الخلفية.
2115631346_9585a479b0.jpg,كلبان يركضان في حقل ثلجي.
2115849046_2aa9fa8d13.jpg,كلب يركض على العشب بينما سفينة تبحر في النهر.
2116316160_d5fa7abdc3.jpg,كلب جولدن ريتريفر يركض بحيوية عبر حقل عشبي.
2116444946_1f5d1fe5d1.jpg,فتاة تضحك بسعادة وشعرها يتطاير في الهواء.
2119302248_72493d458c.jpg,امرأة ترتدي زيًا مصريًا قديمًا وتنظر بجدية.
2119660490_ce0d4d1f73.jpg,كلب بني مستلقٍ على ظهره على بساط فاتح اللون وبجانبه ألعابه.
211981411_e88b8043c2.jpg,جيب تندفع في الوحل محدثة رشاشًا حولها في طريق وعر.
2120383553_5825333a3f.jpg,طفلة تضحك بسعادة وهي تعصر قطعة قماش برتقالية.
2120411340_104eb610b1.jpg,كلب أبيض وبقرة بنية على منحدر جبلي عشبي.
2120469056_7a738413be.jpg,ولدان يلعبان ويتقافزان في الماء.
2120571547_05cd56de85.jpg,تظهر الصورة امرأتين تجلسان في قطار أنفاق، إحداهما تضع قدميها على المقعد المقابل.
2121140070_a09644550b.jpg,مجموعة من الفتيان يلعبون لعبة حماسية بحلقة وردية في مرج أخضر.
2121357310_f8235311da.jpg,يظهر شاب وهو يستمتع بالانزلاق على زحليقة مائية في الهواء الطلق، مع تطاير قطرات الماء حوله.
2123932281_1a4fd38455.jpg,طفلة بشعر مبلل تتناول الكعكة والفراولة على طاولة خشبية.
2124040721_bffc0a091a.jpg,تُظهر الصورة شخصًا من الخلف يرتدي قبعة حمراء زاهية فوق شعر أبيض، ومعطفًا داكنًا، مع خلفية ضبابية تتخللها نقاط ضوء صغيرة.
2125216241_5b265a2fbc.jpg,"تُظهر الصورة يختًا شراعيًا باسم ""سياتل، واشنطن"" راسياً بجانب رصيف، ويقف ثلاثة أشخاص بالقرب منه."
2125454445_5c5c4bf906.jpg,كلب يرتدي معطفًا منقوشًا ويحمل غصنًا في فمه.
2125626631_a4b63af97e.jpg,كلب يقفز في الهواء ممسكاً بفريسبي أخضر بفمه.
2126950128_74a4882658.jpg,امرأة تدخن سيجارة وتنظر مباشرة إلى الكاميرا.
2127031632_77505e4218.jpg,طفل سعيد يتزحلق بزلاجة حمراء أسفل منحدر ثلجي.
2127207912_9298824e66.jpg,أشخاص يتسلقون ممرًا صخريًا ضيقًا في وادٍ.
2127209046_94711c747b.jpg,يصعد متنزهون ممراً صخرياً أحمر اللون، وتظهر في المقدمة بركة مياه تعكس السماء والصخور المحيطة.
2128119486_4407061c40.jpg,طفل صغير ينظر إلى الكاميرا وفمه ملطخ ببقايا طعام أحمر.
2129430111_338a94f8fb.jpg,رحالة تسير على طريق جبلي صخري أمام جبال شامخة مغطاة بالثلوج.
2130203183_49bae96b96.jpg,كلب بني يجلس في مشهد شتوي غارق بالثلج، مع جرف ثلجي ضخم في الخلفية.
2130851544_d36f4f2ea6.jpg,طفل يرتدي ملابس شتوية يمسك بقطعة جليد في يوم شتوي.
2130986011_47cb05c8c9.jpg,طفل سعيد يلهو في الثلج على زلاجة زرقاء.
